idx,code,name
2568,2666,Alcoholic Cirrhosis
2569,2667,Myoclonus Epilepsy
2570,2668,Persecution Victim
2571,2669,Lambert
2572,2670,Lambotte
2573,2671,Intention Myoclonus
2574,2672,Palmoplantar Erythema
2575,2673,Mesomelic Dwarfism Langer
2576,2674,Acrodysplasia V
2577,2675,Achondrogenesis Type Ii
2578,2676,Myogelosis
2579,2677,Lanzieri Craniofacial Malformation
2580,2678,Growth Hormone Insensitivity
2581,2679,Laryngeal Neuralgia Superior
2582,2680,Persecution Mania
2583,2681,Amblyopic Hysteric Paralysis
2584,2682,Folie A Deux
2585,2683,Lateral Sinus Thrombosis
2586,2684,Lathyrism
2587,2685,Laubry Pezzi
2588,2686,Acromegaloid Gigantism
2589,2687,Fibrochondrogenesis
2590,2688,Lazy Leukocyte
2591,2689,Leaking Duodenal Stump
2592,2690,Leber Ii
2593,2691,Leber Miliary Aneurysms
2594,2692,Plantar Fibromatosis
2595,2693,Erythroderma Desquamativum
2596,2694,Lenegre
2597,2695,Lymphoma Lennert
2598,2696,Lennox Gastaut
2599,2697,Myoclonia Nystagmus
2600,2698,Hyperostotic Dwarfism
2601,2699,Lenz
2602,2700,Hyperoxaluria Adult
2603,2701,Hyperoxaluria Infantile
2604,2702,Leptomeningeal Adhesive Thickening
2605,2703,Leriche
2606,2704,Leri Pleonosteosis
2607,2705,Leri Weill Dyschondrosteosis
2608,2706,Allergic Vestibulitis
2609,2707,Mucolipidosis Ii
2610,2708,Dystrophia Pigmentosa
2611,2709,Lesch Nyhan
2612,2710,Leukocyte Adhesion Deficiency
2613,2711,Choreo Acanthocytosis
2614,2712,Levy Hollister
2615,2713,Lewandowsky Ii
2616,2714,Epidermodysplasia Verruciformis
2617,2715,Ocular Albinism
2618,2716,Leyden Ii
2619,2717,Femoral Dystrophy
2620,2718,Lhermitte Cornil Quesnel
2621,2719,Libman Sacks Endocarditis
2622,2720,Deafness Ataxia
2623,2721,Light Eruption Polymorphous
2624,2722,Lingua Nigra
2625,2723,Lipomatosis Multiple
2626,2724,Ulcus Vulve Acutum
2627,2725,Paralysis Of Dementia Paralytica
2628,2726,Tonsillar Herniation
2629,2727,Infantile Cerebral Diplegia
2630,2728,Liver Peliosis
2631,2729,Lobar Emphysema Congenital
2632,2730,Locked In Syndrome
2633,2731,Locked Lung
2634,2732,Pulmonary Eosinophilia Chronic
2635,2733,Myosclerosis Of Loewenthal
2636,2734,Loin Pain Hematuria
2637,2735,Pyruvate Dehydrogenase Complex Deficiency
2638,2736,Long Chain 3 Hydroxyacyl Coa Dehydrogenase Deficiency
2639,2737,Longer Leg
2640,2738,Long Thumb Brachydactyly
2641,2739,Mucosynechial Dermatitis
2642,2740,Ataxia Telangiectasia Syndrome I
2643,2741,Organic Aciduria
2644,2742,Leukodystrophy Adult Onset
2645,2743,Lower Leg Stasis
2646,2744,Lown Ganong Levine
2647,2745,Lowry
2648,2746,Lowry Wood
2649,2747,Essential Hyponatremia
2650,2748,Male Pseudohermaphroditism
2651,2749,Parapharyngeal Abscess
2652,2750,Total Frontal Atrophy
2653,2751,Fever Dehydration
2654,2752,Pure Dehydration
2655,2753,Lundberg I
2656,2754,Lundberg Ii
2657,2755,Lutembacher
2658,2756,Elastosis Perforans Serpiginosa
2659,2757,Lutz Richner
2660,2758,Lyle
2661,2759,Lymphadenosis Benigna Orbitae
2662,2760,Lymphocytic Colitis
2663,2761,Lymphohistiocytosis Familial
2664,2762,Cancer Family
2665,2763,Lysosomal Glycogen Storage Disease Without Glucosidase Deficiency
2666,2764,Macroamylasemia
2667,2765,Carpus Curvus
2668,2766,Madida
2669,2767,Chondrodystrophy Hemangiomas
2670,2768,Short Rib Polydactyly
2671,2769,Male Climacteric
2672,2770,Pilomatrixoma
2673,2771,Malignant Hyperthermia
2674,2772,Acroangiodermatitis
2675,2773,Man In The Barrel
2676,2774,Manubriosternal
2677,2775,Maple Syrup
2678,2776,Marble Brain
2679,2777,Cyanosis In Schistosomiasis
2680,2778,Corpus Callosum Degeneration
2681,2779,Jaw Winking
2682,2780,Marden Walker
2683,2781,Marie Bamberg
2684,2782,Arnold Head
2685,2783,Vitamin A Intoxication
2686,2784,Hereditary Hypotrichosis
2687,2785,Marjolin Ulcer
2688,2786,Ophthalmodynia Hypertonica Copulationis
2689,2787,Dystonia Visual Failure
2690,2788,Ectodermal Dysplasia Atypical
2691,2789,Marshall Smith
2692,2790,Martsolf
2693,2791,Masseteric Hypertrophy Congenital Form
2694,2792,Benign Masseteric Hypertrophy
2695,2793,Massive Aspiration Fetale
2696,2794,Glomus Tumor Multiple
2697,2795,Maternally Inherited Sensorineural Deafness
2698,2796,Puerperal Mastitis
2699,2797,Articulo Oculo Cerebro Skeletal Dysplasia
2700,2798,Mediastinal Silicosis
2701,2799,Corneal Dystrophy Congenital Deafness
2702,2800,Syphilitic Erythema Nodosum
2703,2801,Mauriac P
2704,2802,Uterovaginal Hypoplasia
2705,2803,Urticarial Vasculitis
2706,2804,Osteitis Fibrosa Disseminata
2707,2805,Brachydactyly Type B
2708,2806,Achondroplasia Swiss Type
2709,2807,Proctalgia Fugax
2710,2808,Meadows
2711,2809,Meconium Aspiration
2712,2810,Dysencephalia Splanchnocystic
2713,2811,Meconium Plug
2714,2812,Juvenile Epithelial Dystrophy
2715,2813,Megasigmoid
2716,2814,Meige
2717,2815,Keratosis Palmoplantaris
2718,2816,Melkersson Rosenthal
2719,2817,Mende
2720,2818,Mendelson
2721,2819,Keratitis Rubra Figurata
2722,2820,Menkes Ii
2723,2821,Menopausal
2724,2822,Menstrual Period Unexplained Delay
2725,2823,Rolandic Vein Occlusion
2726,2824,Mesenteric Artery Superior
2727,2825,Mesial Temporal Lobe Epilepsy
2728,2826,Metachromatic Leukodystrophy Congenital
2729,2827,Metachromatic Leukodystrophy Late Infantile
2730,2828,Metachromatic Leukodystrophy Adult Form
2731,2829,Metachromatic Leukodystrophy Mld With Multiple Sulfatase Deficiency
2732,2830,Metatropic Dysplasia
2733,2831,Methylmalonic Acidemia
2734,2832,Paroxysmal Idiopathic Myoglobinuria
2735,2833,Michelin Tire Baby
2736,2834,Oculopalatoskeletal
2737,2835,Micromyomas Uteri
2738,2836,Micturition Syncope
2739,2837,Midline Granuloma
2740,2838,Acanthosis Nigricans Diabetes
2741,2839,Mietens Weber
2742,2840,Migraine
2743,2841,Ninth Day Erythema
2744,2842,Atrophia Alba
2745,2843,Miliary Hemangiomas Congenital
2746,2844,Milkman Loser
2747,2845,Millard Gubler
2748,2846,Lissencephaly I
2749,2847,Postaxial Acrofacial Dysostosis
2750,2848,Basilar Artery Insufficiency
2751,2849,Alkyl Mercury Poisoning
2752,2850,Mixed Sclerosing Bone Dysplasia
2753,2851,Myoneuro Gastrointestinal Encephalopathy
2754,2852,Hemiplegic Familial Migraine
2755,2853,Akinesia Algera
2756,2854,Central Hematomyelia
2757,2855,Retinopathy Mental Retardation
2758,2856,Mirror Pseudotoxemia
2759,2857,Mitochondrial Myopathy Benign Infantile
2760,2858,Mitochondrial Myopathy Cardiomiopathy Benign Infantile
2761,2859,Mitochondrial Myopathy Lethal Infantile
2762,2860,Mitral Valve Atresia
2763,2861,Hunter Glossitis
2764,2862,Moenckeberg
2765,2863,Progressive Spasm
2766,2864,Orofacial Digital Ii
2767,2865,Meningitis Benign Recurrent
2768,2866,Molybdenum Cofactor Deficiency
2769,2867,Monday Fever
2770,2868,Inner Ear Anomaly
2771,2869,Superficial Breast Phlebitis
2772,2870,Mondor Phlebitis Penis
2773,2871,Mountain Sickness Erythremic Type
2774,2872,Mongolian Blue Spots
2775,2873,Montreal Platelets
2776,2874,Dwarfism Stiff Joints Ocular Abnormalities
2777,2875,Moore Lightning Streaks
2778,2876,Abdominal Epilepsy
2779,2877,Ulcus Rodens Corneal
2780,2878,Hyperostosis Frontalis Interna
2781,2879,Morning Glory
2782,2880,Androgen Insensitivity
2783,2881,Short First Metatarsal
2784,2882,Metatarsalgia
2785,2883,Analgesic Paralysis
2786,2884,Moulded Baby
2787,2885,Sinusitis Bronchiectasis
2788,2886,Paroxysmal Dystonic Choreoathetosis
2789,2887,Moya Moya
2790,2888,Moynahan I
2791,2889,Moynahan Ii
2792,2890,Parapsoriasis Guttata
2793,2891,Muckle Wells
2794,2892,Myopathy Cushing
2795,2893,Multicentric Reticulohistiocytosis
2796,2894,Multicore Minicore Myopathy
2797,2895,Multifidus Triangle
2798,2896,Classic Men Ii A
2799,2897,Men Ii A
2800,2898,Men Ii B
2801,2899,Multiple Organ Failure
2802,2901,Murchison Pel Ebstein Fever
2803,2902,Presenile Ataxia Cerebellaris
2804,2903,Muscle Phosphoglycerate Mutase Deficiency
2805,2904,Muscle Phosphoglycerate Kinase Deficiency
2806,2905,Muscular Dystrophy Late Onset Distal Nonaka Type
2807,2906,Muscular Dystrophy Proximal Autosomal Dominant Late Onset Type
2808,2907,Musculoaponeurotic Fibromatosis
2809,2908,Myasthenia Congenital Epsilon Subunit Mutation
2810,2909,Myasthenia Grvis Transient Neonatal
2811,2910,Myasthenia Familial Limb Girdle
2812,2911,Myelocerebellar
2813,2912,Myelofibrosis
2814,2913,Myhre
2815,2914,Myopathy Congenital Fiber Type Disproportion
2816,2915,Myopathy X Linked Excessive Autophagy
2817,2916,Myositis Localized
2818,2917,Myotonic Fluctuans
2819,2918,Myotonic Generalized
2820,2919,Myotubular Myopathy
2821,2920,Myotubular Myopathy X Linked
2822,2921,Myxedema Coma
2823,2922,Myxedema Juvenile
2824,2923,Myxedema Madness
2825,2924,Myxedematous Cerebellar
2826,2925,Naegeli
2827,2926,Acrofacial Dysostosis
2828,2927,Najjar
2829,2928,Angioblastoma
2830,2929,Amyloid Corneal Deposits
2831,2930,Naked Stent
2832,2931,Nance Horan Man
2833,2932,Nance Horan Woman
2834,2933,Nance Sweeney
2835,2934,Narcolepsy Diabetogenic Hyperinsulinism
2836,2935,Keratosis Lichenoides Chronica
2837,2936,Acro Osteolysis
2838,2937,Nelson
2839,2938,Nemaline Myopathies Early Onset
2840,2939,Nemaline Myopathies Late Onset Type
2841,2940,Neocerebellar
2842,2941,Neonatal Hepatitis
2843,2942,Neonatal Lupus Erythematosus
2844,2943,Neoplastic Porphyria Cutanea Tarda
2845,2944,Nephritis Radiation
2846,2945,Nephrophthisis Familial Juvenile
2847,2946,Ichthyosiform Erythroderma Variant
2848,2947,Urticaria Perstans Hemorrhagica
2849,2948,Sex Linked Nystagmus
2850,2949,Megalocornea Mental Retardation
2851,2950,Gastroesophageal Reflux Infant
2852,2951,Neu Laxova
2853,2952,Pemphigus Vegetans
2854,2953,Neuritis Multiplex Cutanea
2855,2954,Neuritis Patellar Plexus
2856,2955,Neuroblastoma
2857,2956,Neurogenic Bladder
2858,2957,Neuropathy Hereditary Sensory Radicular
2859,2958,Neuropathy Serum
2860,2959,Neutropenia Immunoglobulin Abnormalities Familial Form
2861,2960,Neutropenia Immunoglobulin Abnormalities Non Familial Form
2862,2961,Neutropenia Newborn
2863,2962,Nevus Flammeus
2864,2963,Lymphopenia
2865,2964,Embolia Cutis Medicamentosa
2866,2965,Cataract Telangiectasia
2867,2966,Nielsen Jakobs
2868,2967,Exhaustive Psychosis
2869,2968,Niemann Pick Type Ia Acute Form
2870,2969,Niemann Pick Type Is Chronic Non Neuronopathic
2871,2970,Niemann Pick Type Ic
2872,2971,Niemann Pick Type Iia
2873,2972,Niemann Pick Type Iic
2874,2973,Niemann Pick Type Iid
2875,2974,Endochondral Dysostosis
2876,2975,Night Eating
2877,2976,Nocturnal Frequency In Women
2878,2977,Gangrenous Stomatitis
2879,2978,Nonketotic Hyperglycinemia
2880,2979,Borries Syndrome
2881,2980,Benign Hydrocephalus Syndrome
2882,2981,Congenital Elephantiasis
2883,2982,Elephantiasis Tarda
2884,2983,Noonan
2885,2984,Noonan Like Cherubism;Polyarticular Pigmented Villonodular Synovitis
2886,2985,Lcat Deficiency
2887,2986,Hereditary Male Pseudohermaphroditism
2888,2987,Numb Chin
2889,2988,Nutcracker
2890,2989,Nutritional Recovery
2891,2990,Nyssen Van Bogaert
2892,2991,Nystagmus Compensation
2893,2992,Observation Hip
2894,2993,Occipital Horn
2895,2994,Occupational Nosebleeds
2896,2995,Urofacial
2897,2996,Oculo Cerebello Tegmental
2898,2997,Oculo Dento Digital Dysplasia
2899,2998,Oculomelic Amyoplasia
2900,2999,Mannosidosis
2901,3000,Papulo Erythroderma Ofuji
2902,3001,Night Blindness Stationary
2903,3002,Ohaha
2904,3003,Okihiro
2905,3004,Oliver Mcfarlane
2906,3005,Olivopontocerebellar Atrophy X Linked
2907,3006,Reticuloendotheliosis
2908,3007,Omohyoid
2909,3008,Ophthalmia Sympathetic
2910,3009,Opsismodysplasia
2911,3010,Orbital Apex
2912,3011,Orbital Myositis
2913,3012,Organic Hyperinsulinism
2914,3013,Multiple Epiphyseal Dysplasia Tarda
2915,3014,Retroperitoneal Idiopathic Fibrosis
2916,3015,Orofacial Digital Iii
2917,3016,Orotic Aciduria I
2918,3017,Orthostatic Syncope
2919,3018,Ortner
2920,3019,Brachydactyly Type A 6
2921,3020,Tibial Tubercle Osteochondrosis
2922,3021,Ball Valve Gallstone
2923,3022,Osteoarthritis Hypertrophic Generalized
2924,3023,Osteogenesis Imperfecta Microcephaly Cataracts
2925,3024,Osteoglophonic Dwarfism
2926,3025,Osteomesopyknosis
2927,3026,Osteopathia Striata Cranial Stenosis
2928,3027,Amyloidosis Familial Visceral
2929,3028,Othello
2930,3029,Acetabular Protrusion
2931,3030,Cadmium Intoxication
2932,3031,Ovarian Failure Premature
2933,3032,Ovarian Hyperstimulation
2934,3033,Ovarian Hyperthecosis
2935,3034,Sharp
2936,3035,Oversuppression
2937,3036,Factor V Deficiency
2938,3037,5 Oxoprolinase Deficiency
2939,3038,5 Oxoprolinuria
2940,3039,Pacemaker
2941,3040,Pachydermoperiostosis Secondary
2942,3041,Tracheolaryngeal Trauma
2943,3043,Paget Juvenile
2944,3044,Effort Thrombosis
2945,3045,Ataxia Anemia Sideroblastic
2946,3046,Paine
2947,3047,Ataxia Telangiectasia Ii
2948,3048,Painful Heel
2949,3049,Palant
2950,3050,Palatal Myoclonus
2951,3051,Pallister Hall
2952,3052,Pallister Killian
2953,3053,Palsy Sixth Nerve Benign
2954,3054,Superior Pulmonary Sulcus
2955,3055,Pancreatic Pseudocysts
2956,3056,Pancreatometaphyseal
2957,3057,Panic Attack
2958,3058,Papillary Muscle Dysfunction
2959,3059,Periodontitis Keratosis Palmoplantaris
2960,3060,Orofacial Digital Dysostosis I
2961,3061,Paraspasm Bilateral
2962,3062,Parastremmatic Dysplasia
2963,3063,Achondrogenesis I
2964,3064,Adrenal Medullary Neuroblastoma
2965,3065,Parrot Pseudoparalysis
2966,3066,Hemifacial Atrophy
2967,3067,Partington
2968,3068,Atrophoderma Progressivum
2969,3069,Passwell
2970,3070,Patella Aplasia
2971,3071,Patello Femoral Excessive Lateral Pressure
2972,3072,Pseudoleprechaunism
2973,3073,Dermatopathic Lymphadenopathy
2974,3074,Pavor Nocturnus
2975,3075,Splenic Flexure
2976,3076,Marrow Pancreas
2977,3077,Aplasia Axialis Extracorticalis Congenita
2978,3078,Macrogenitosomia
2979,3079,Arthrogryposis Multiplex Congenita
2980,3080,Cerebro Oculo Facio Skeletal
2981,3081,Ernster Luft
2982,3082,May White
2983,3083,Cori Type  V Glycogenosis
2984,3084,Ebola Hemarrhagic Fever
2985,3085,Avian Influenza
2986,3086,Covid 19 Infection
2987,3087,Obstructive Sleep Apnea
2988,3088,Covid 19 Omicron
